id,source,region,zone,station_id,longitude,latitude,year,crab_id,sex,cw,ch,crpc_len,log_cw,log_ch
MassDMF_2016_9_22_DMF privateer_S092216-07_7593,MassDMF,GOMI,GOM_IN,2016_9_22_DMF privateer,-70.95637,42.33196,2016,S092216-07,M,72,17,45,4.276666119016055,2.833213344056216
NEFSC_201904016800020064_187885_2985,NEFSC,NA,MAB,201904016800020064,-74.657145,36.784102,2019,187885,M,72.04,12.66,46.85,4.277221520307755,2.5384474167160302
NEFSC_201702011000070191_175846_1687,NEFSC,NA,SNE_OFF,201702011000070191,-70.54033299999999,40.693166999999995,2017,175846,M,72.09,17.68,45.35,4.277915338416487,2.8724340572094973
NEFSC_201702011000070191_175820_1668,NEFSC,NA,SNE_OFF,201702011000070191,-70.54033299999999,40.693166999999995,2017,175820,M,72.11,17.68,45.06,4.2781927309286685,2.8724340572094973
NEFSC_201904012700060328_188175_3236,NEFSC,NA,GOM_OFF,201904012700060328,-70.027982,42.552642999999996,2019,188175,M,72.12,15.93,44.96,4.2783313983351166,2.768204123921957
NEFSC_201504016400020058_223815_176,NEFSC,NA,MAB,201504016400020058,-74.822728,35.732732,2015,223815,M,72.15,16.62,44.87,4.27874728521988,2.810606789427302
NEFSC_201604012600010343_219100_1491,NEFSC,NA,GOM_OFF,201604012600010343,-70.286328,42.750713,2016,219100,M,72.19,18.04,46.57,4.279301532151069,2.8925915146344776
NEFSC_201604011800030278_219138_1380,NEFSC,NA,GB,201604011800030278,-66.61241799999999,40.849615,2016,219138,M,72.24,16.94,44.16,4.27999390910873,2.8296776892239084
NEFSC_201504017200030029_223560_5,NEFSC,NA,MAB,201504017200030029,-73.505222,38.472403,2015,223560,M,72.32,17.25,45.44,4.281100716083921,2.847812143477369
NEFSC_201902012800010389_166207_2932,NEFSC,NA,GOM_OFF,201902012800010389,-69.81133299999999,42.837666999999996,2019,166207,M,72.54,15.98,48.11,4.284138133854756,2.7713379403381286
NEFSC_201504016800010039_223801_31,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223801,M,72.67,16.97,47.67,4.2859286446285445,2.831447079246135
NEFSC_201602011800040291_924582_930,NEFSC,NA,GB,201602011800040291,-66.41824199999999,41.00984,2016,924582,M,72.86,13.74,42.06,4.288539791580417,2.620311286794203
NEFSC_201504017200030029_223544_12,NEFSC,NA,MAB,201504017200030029,-73.505222,38.472403,2015,223544,M,72.91,17.02,46.41,4.289225803818339,2.834389123145228
NEFSC_201504016800010039_223800_34,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223800,M,72.96,16.33,46.01,4.289911345766076,2.7930039069823738
MassDMF_2015_12_1_Cailyn Grace_S120115-20_5709,MassDMF,SNEI,SNE_IN,2015_12_1_Cailyn Grace,-71.325,41.1667,2015,S120115-20,M,73,18,45,4.290459441148391,2.8903717578961645
MassDMF_2016_11_3_Andrea C_S110316-46_6269,MassDMF,SNEO,SNE_OFF,2016_11_3_Andrea C,-70.89,40.63667,2016,S110316-46,M,73,17,44,4.290459441148391,2.833213344056216
MassDMF_2016_11_9_Andrea C_S111016-24_6429,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S111016-24,M,73,17,44,4.290459441148391,2.833213344056216
MassDMF_2016_4_25_Cailyn Grace_S042516-26_6833,MassDMF,SNEI,SNE_IN,2016_4_25_Cailyn Grace,-71.1126,41.3096,2016,S042516-26,M,73,18,45,4.290459441148391,2.8903717578961645
MassDMF_2016_4_25_Cailyn Grace_S042516-48_6830,MassDMF,SNEI,SNE_IN,2016_4_25_Cailyn Grace,-71.1126,41.3096,2016,S042516-48,M,73,18,46,4.290459441148391,2.8903717578961645
MassDMF_2016_9_22_DMF privateer_S092216-05_7587,MassDMF,GOMI,GOM_IN,2016_9_22_DMF privateer,-70.95637,42.33196,2016,S092216-05,M,73,19,47,4.290459441148391,2.9444389791664403
NEFSC_201604012100030304_219229_1446,NEFSC,NA,GB,201604012100030304,-66.28097,42.106625,2016,219229,M,73.33,17.85,43.62,4.294969802105708,2.8820035082256483
NEFSC_201602034600030174_925112_724,NEFSC,NA,SNE_IN,201602034600030174,-70.126323,41.045764999999996,2016,925112,M,73.37,18,45.58,4.295515132725903,2.8903717578961645
NEFSC_201504014000050422_223950_665,NEFSC,NA,GOM_OFF,201504014000050422,-70.180315,43.224677,2015,223950,M,73.43,16.98,43.52,4.296332571463519,2.8320361808832013
NEFSC_201904016800020064_187886_2979,NEFSC,NA,MAB,201904016800020064,-74.657145,36.784102,2019,187886,M,73.57,17.4,47.94,4.298237333944173,2.856470206220483
NEFSC_201702012500030216_176064_1703,NEFSC,NA,GOM_OFF,201702012500030216,-69.35900000000001,41.093,2017,176064,M,73.67,17.12,47.44,4.299595660694722,2.840247370713596
NEFSC_201504012700030420_224030_657,NEFSC,NA,GOM_OFF,201504012700030420,-70.00823199999999,43.322343,2015,224030,M,73.69,16.95,44.96,4.299867104778908,2.830267833826459
NEFSC_202102011600060272_149960_3527,NEFSC,NA,GB,202102011600060272,-66.957167,41.933667,2021,149960,M,73.84,18.81,NA,4.301900590194597,2.934388643312939
NEFSC_201904013800030375_188242_3346,NEFSC,NA,GOM_OFF,201904013800030375,-69.377687,43.405578,2019,188242,M,73.86,17.91,48.02,4.3021714094244174,2.8853592160726205
NEFSC_201902013600020365_166338_2899,NEFSC,NA,GOM_OFF,201902013600020365,-68.038167,43.648666999999996,2019,166338,M,73.9,16.7,45.83,4.302712827954156,2.8154087194227095
NEFSC_201704011800010039_84242_2134,NEFSC,NA,GB,201704011800010039,-65.779333,41.721588,2017,84242,M,73.93,17.22,47.69,4.3031186995690085,2.8460714989995846
NEFSC_201604010600020187_219171_1255,NEFSC,NA,SNE_OFF,201604010600020187,-71.259368,40.314758,2016,219171,M,73.99,17.28,45.31,4.303929948937459,2.8495497633759097
MassDMF_2016_10_28_Andrea C_S102816-45_6056,MassDMF,SNEO,SNE_OFF,2016_10_28_Andrea C,-70.89,40.63667,2016,S102816-45,M,74,18,46,4.30406509320417,2.8903717578961645
MassDMF_2016_11_3_Andrea C_S110316-36_6282,MassDMF,SNEO,SNE_OFF,2016_11_3_Andrea C,-70.89,40.63667,2016,S110316-36,M,74,18,44,4.30406509320417,2.8903717578961645
NEFSC_201802012500040211_118762_2331,NEFSC,NA,GOM_OFF,201802012500040211,-69.323182,41.018502,2018,118762,M,74.04,18.7,48.49,4.304605487705297,2.928523523860541
NEFSC_201804011000090194_179611_2596,NEFSC,NA,SNE_OFF,201804011000090194,-69.190136999999993,40.218353,2018,179611,M,74.04,17.49,47.73,4.304605487705297,2.8616292890305104
NEFSC_201504016800010039_223770_68,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223770,M,74.1,16.11,44.61,4.3054155323020415,2.779440197188883
NEFSC_201704011800030034_84291_2047,NEFSC,NA,GB,201704011800030034,-66.416095,41.049932999999996,2017,84291,M,74.19,18.47,50.06,4.306629370201435,2.9161477942111484
NEFSC_201904014000020380_188018_3356,NEFSC,NA,GOM_OFF,201904014000020380,-69.941957,43.482568,2019,188018,M,74.26,17.72,47.55,4.307572448748934,2.8746939451769347
NEFSC_201904017200010131_187873_3003,NEFSC,NA,MAB,201904017200010131,-73.509368,38.487123,2019,187873,M,74.29,18.42,50.68,4.307976353163715,2.913437030827161
NEFSC_201504016800010039_223760_59,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223760,M,74.43,17.66,45.25,4.309859086371819,2.8713021951758138
NEFSC_201604012600030341_219116_1487,NEFSC,NA,GOM_OFF,201604012600030341,-70.400652,42.751227,2016,219116,M,74.52,17.45,47.43,4.311067545733388,2.859339648648436
NEFSC_201504012400020355_224043_450,NEFSC,NA,GOM_OFF,201504012400020355,-69.412035,41.701792,2015,224043,M,74.57,17.44,45.41,4.311738281555703,2.8587664184808337
NEFSC_201504011800030277_224345_326,NEFSC,NA,GB,201504011800030277,-66.415637,41.021533,2015,224345,M,74.62,16.75,44.86,4.312408567793012,2.8183982582710754
NEFSC_201504011000040170_223853_217,NEFSC,NA,SNE_OFF,201504011000040170,-70.258145,40.377597,2015,223853,M,74.69,17.86,48.49,4.313346214368975,2.882563575448353
NEFSC_202102034600030160_150068_3417,NEFSC,NA,SNE_IN,202102034600030160,-70.9135,41.342166999999996,2021,150068,M,74.75,17.73,47.14,4.314149212270796,2.8752581200861167
NEFSC_201702013700060362_176259_1987,NEFSC,NA,GOM_OFF,201702013700060362,-68.74940000000001,43.304342,2017,176259,M,74.88,17.83,46,4.315886832169337,2.8808824318750488
MassDMF_2015_12_2_Cailyn Grace_S120215-10_5775,MassDMF,SNEI,SNE_IN,2015_12_2_Cailyn Grace,-71.325,41.1667,2015,S120215-10,M,75,20,47,4.31748811353631,2.995732273553991
MassDMF_2016_10_28_Andrea C_S102816-02_6055,MassDMF,SNEO,SNE_OFF,2016_10_28_Andrea C,-70.89,40.63667,2016,S102816-02,M,75,17,44,4.31748811353631,2.833213344056216
MassDMF_2016_11_3_Andrea C_S110316-43_6264,MassDMF,SNEO,SNE_OFF,2016_11_3_Andrea C,-70.89,40.63667,2016,S110316-43,M,75,18,46,4.31748811353631,2.8903717578961645
MassDMF_2016_7_1_Jeanne _N070116-03_7174,MassDMF,GOMI,GOM_IN,2016_7_1_Jeanne ,-70.7292,42.4304,2016,N070116-03,M,75,20,46,4.31748811353631,2.995732273553991
MassDMF_2017_6_26_Direction_S062217-26_7779,MassDMF,GB,GB,2017_6_26_Direction,-66.3509,41.14391,2017,S062217-26,M,75,18,NA,4.31748811353631,2.8903717578961645
NEFSC_202102012000020259_150003_3516,NEFSC,NA,GB,202102012000020259,-68.109833,41.440332999999995,2021,150003,M,75.03,18.59,49.37,4.3178880335576375,2.922623801733353
NEFSC_201704011800030034_84315_2090,NEFSC,NA,GB,201704011800030034,-66.416095,41.049932999999996,2017,84315,M,75.05,18.19,49.77,4.318154558079471,2.900871992530031
UMES_UMES_201602083_UMES_160261_4149,UMES,MAB,MAB,UMES_201602083,-73.16933,38.98697,2016,UMES_160261,M,75.06,17.49,44.41,4.318287793706875,2.8616292890305104
NEFSC_201704011800030034_84276_2065,NEFSC,NA,GB,201704011800030034,-66.416095,41.049932999999996,2017,84276,M,75.08,18.24,47.51,4.3185542117183084,2.9036169846461855
NEFSC_202104012100010302_180670_3954,NEFSC,NA,GB,202104012100010302,-67.7245,42.0405,2021,180670,M,75.2,17.49,48.77,4.320151230955794,2.8616292890305104
NEFSC_201704011800030034_84294_2061,NEFSC,NA,GB,201704011800030034,-66.416095,41.049932999999996,2017,84294,M,75.23,18.73,49.25,4.32055008757213,2.930126516455997
NEFSC_201702011000070191_175833_1689,NEFSC,NA,SNE_OFF,201702011000070191,-70.54033299999999,40.693166999999995,2017,175833,M,75.34,18.22,47.32,4.322011202263895,2.9025198918318122
NEFSC_201804036500060300_179551_2737,NEFSC,NA,GOM_IN,201804036500060300,-70.576973,42.230005,2018,179551,M,75.43,18.92,49.26,4.323205073865539,2.9402195636237325
NEFSC_201804034500020165_179693_2552,NEFSC,NA,SNE_IN,201804034500020165,-71.485877,41.253555,2018,179693,M,75.44,18.31,49.48,4.323337638325202,2.907447358686419
NEFSC_202102011600060272_149957_3534,NEFSC,NA,GB,202102011600060272,-66.957167,41.933667,2021,149957,M,75.51,19.69,48.38,4.324265097815334,2.9801108926510342
NEFSC_201704011800030034_84318_2063,NEFSC,NA,GB,201704011800030034,-66.416095,41.049932999999996,2017,84318,M,75.54,18.75,47.66,4.324662317284311,2.9311937524164198
NEFSC_201904013800070373_188228_3334,NEFSC,NA,GOM_OFF,201904013800070373,-68.67474299999999,43.634288,2019,188228,M,75.57,18.42,50.61,4.325059379032629,2.913437030827161
NEFSC_201504016800010039_223778_118,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223778,M,75.6,18.72,46.6,4.3254562831854875,2.929592471049446
NEFSC_201904016800020064_187883_2983,NEFSC,NA,MAB,201904016800020064,-74.657145,36.784102,2019,187883,M,75.62,14.42,50.15,4.325720798462787,2.668616131856803
NEFSC_201804016800030033_179902_2487,NEFSC,NA,MAB,201804016800030033,-74.64478199999999,36.851577,2018,179902,M,75.67,17.86,47.28,4.326381780706431,2.882563575448353
NEFSC_201702013400010342_176021_1912,NEFSC,NA,GOM_OFF,201702013400010342,-66.97747799999999,43.811634999999995,2017,176021,M,75.71,17.92,47.52,4.326910252115215,2.8859174075467844
UMES_UMES_201704112_UMES_170613_4877,UMES,MAB,MAB,UMES_201704112,-73.17226,38.99583,2017,UMES_170613,M,75.83,17.61,44.95,4.328493992712844,2.8684669225081145
NEFSC_201904012000060266_187963_3188,NEFSC,NA,GB,201904012000060266,-67.577657,41.949157,2019,187963,M,75.88,18.41,50.67,4.3291531450668135,2.9128939952449864
NEFSC_201504017200030029_223554_24,NEFSC,NA,MAB,201504017200030029,-73.505222,38.472403,2015,223554,M,75.91,17.61,47.74,4.3295484280286765,2.8684669225081145
NEFSC_201702013400010342_176008_1897,NEFSC,NA,GOM_OFF,201702013400010342,-66.97747799999999,43.811634999999995,2017,176008,M,75.92,18.17,47.44,4.3296801543016725,2.89977188240808
MassDMF_2016_10_28_Andrea C_S102816-42_6036,MassDMF,SNEO,SNE_OFF,2016_10_28_Andrea C,-70.89,40.63667,2016,S102816-42,M,76,18,46,4.330733340286331,2.8903717578961645
MassDMF_2016_10_3_DMF privateer_S100316-09_6085,MassDMF,GOMI,GOM_IN,2016_10_3_DMF privateer,-70.95637,42.33196,2016,S100316-09,M,76,21,48,4.330733340286331,3.044522437723423
MassDMF_2016_11_3_Andrea C_S110316-48_6276,MassDMF,SNEO,SNE_OFF,2016_11_3_Andrea C,-70.89,40.63667,2016,S110316-48,M,76,18,46,4.330733340286331,2.8903717578961645
MassDMF_2016_7_14_Miss Carla_N071416-05_7216,MassDMF,GOMI,GOM_IN,2016_7_14_Miss Carla,-70.6126,42.6289,2016,N071416-05,M,76,19,47,4.330733340286331,2.9444389791664403
MassDMF_2016_8_12_Miss Carla_N081216-03_7458,MassDMF,GOMI,GOM_IN,2016_8_12_Miss Carla,-70.6126,42.6289,2016,N081216-03,M,76,17,47,4.330733340286331,2.833213344056216
NEFSC_201702013510040348_176048_1932,NEFSC,NA,GOM_OFF,201702013510040348,-66.981543,44.370169999999995,2017,176048,M,76.02,18.29,46.43,4.330996463561102,2.906354462402774
NEFSC_201602012400040221_924658_822,NEFSC,NA,GOM_OFF,201602012400040221,-68.731855,42.188522999999996,2016,924658,M,76.11,17.12,48.18,4.3321796622793,2.840247370713596
NEFSC_201904012700010382_188028_3363,NEFSC,NA,GOM_OFF,201904012700010382,-70.227628,43.187297,2019,188028,M,76.18,17.6,49.74,4.333098961050458,2.8678989020441064
NEFSC_201504016800030045_223533_158,NEFSC,NA,MAB,201504016800030045,-74.61632999999999,36.985397,2015,223533,M,76.32,16.46,42.17,4.334935027140031,2.800933195248924
NEFSC_201702012500030217_176077_1711,NEFSC,NA,GOM_OFF,201702012500030217,-69.34133299999999,41.1105,2017,176077,M,76.38,19.69,49.14,4.3357208817973705,2.9801108926510342
NEFSC_201704014000030113_84380_2194,NEFSC,NA,GOM_OFF,201704014000030113,-70.43010699999999,42.919305,2017,84380,M,76.42,17.78,49.46,4.336244442018754,2.8780742300857587
NEFSC_201702013400010342_176014_1903,NEFSC,NA,GOM_OFF,201702013400010342,-66.97747799999999,43.811634999999995,2017,176014,M,76.44,17.37,47.87,4.336506119372072,2.854744580253014
NEFSC_201904011800010281_187961_3195,NEFSC,NA,GB,201904011800010281,-66.42032999999999,41.013982,2019,187961,M,76.45,17.75,49.67,4.336636932375072,2.8763855159214247
NEFSC_201604012600030341_219121_1481,NEFSC,NA,GOM_OFF,201604012600030341,-70.400652,42.751227,2016,219121,M,76.66,18.62,49.93,4.339380059952409,2.924236271848921
NEFSC_201904012700060328_188176_3234,NEFSC,NA,GOM_OFF,201904012700060328,-70.027982,42.552642999999996,2019,188176,M,76.73,18.85,49.02,4.340292766189574,2.93651291389402
NEFSC_201504016400020058_223817_174,NEFSC,NA,MAB,201504016400020058,-74.822728,35.732732,2015,223817,M,76.76,16.74,47.8,4.340683671139499,2.817801065061329
NEFSC_201504010600070181_223626_253,NEFSC,NA,SNE_OFF,201504010600070181,-71.743278,40.482518,2015,223626,M,76.93,18.45,47.18,4.342895917470844,2.915064370486536
NEFSC_201804012400070249_179810_2640,NEFSC,NA,GOM_OFF,201804012400070249,-68.947238,41.588802,2018,179810,M,76.97,16.67,48.29,4.343415735546226,2.813610696762703
MassDMF_2016_11_9_Andrea C_S111016-06_6450,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S111016-06,M,77,18,46,4.343805421853684,2.8903717578961645
MassDMF_2016_11_9_Andrea C_S111016-21_6396,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S111016-21,M,77,18,48,4.343805421853684,2.8903717578961645
MassDMF_2016_7_22_Andrea C_S072216-02_7338,MassDMF,SNEI,SNE_IN,2016_7_22_Andrea C,-71.01255,41.26207,2016,S072216-02,M,77,18,46,4.343805421853684,2.8903717578961645
MassDMF_2016_7_25_Jeanne _N072516-15_7348,MassDMF,GOMI,GOM_IN,2016_7_25_Jeanne ,-70.7292,42.4304,2016,N072516-15,M,77,20,48,4.343805421853684,2.995732273553991
MassDMF_2016_8_12_Miss Carla_N081216-02_7459,MassDMF,GOMI,GOM_IN,2016_8_12_Miss Carla,-70.6126,42.6289,2016,N081216-02,M,77,19,48,4.343805421853684,2.9444389791664403
NEFSC_201702010900040190_175974_1661,NEFSC,NA,SNE_IN,201702010900040190,-70.444,40.718333,2017,175974,M,77.01,19.38,48.76,4.343935283551159,2.96424160646262
NEFSC_201702013510040348_176055_1931,NEFSC,NA,GOM_OFF,201702013510040348,-66.981543,44.370169999999995,2017,176055,M,77.01,18.19,49.16,4.343935283551159,2.900871992530031
UMES_UMES_201603214_UMES_160393_4158,UMES,MAB,MAB,UMES_201603214,-73.576,38.83222,2017,UMES_160393,M,77.01,19.24,46.74,4.343935283551159,2.9569914452375605
NEFSC_201504017200030029_223549_19,NEFSC,NA,MAB,201504017200030029,-73.505222,38.472403,2015,223549,M,77.21,17.02,46.94,4.3465289823207245,2.834389123145228
NEFSC_201504016800010039_223779_132,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223779,M,77.24,18.36,47.99,4.346917457560314,2.9101743851923443
NEFSC_201604016700020038_219307_1227,NEFSC,NA,MAB,201604016700020038,-74.504665,37.418600000000005,2016,219307,M,77.51,17.69,46.64,4.35040696029342,2.872999508171694
NEFSC_201904013600110368_188255_3318,NEFSC,NA,GOM_OFF,201904013600110368,-67.99947,43.79127,2019,188255,M,77.6,19.1,50.43,4.351567427189173,2.9496883350525844
NEFSC_201504012400020355_224044_454,NEFSC,NA,GOM_OFF,201504012400020355,-69.412035,41.701792,2015,224044,M,77.67,17.74,48.27,4.352469082431556,2.8758219768814333
NEFSC_201702013400010342_176009_1904,NEFSC,NA,GOM_OFF,201702013400010342,-66.97747799999999,43.811634999999995,2017,176009,M,77.69,15.73,48.67,4.3527265489623295,2.7555697170701863
MassDMF_2016_11_9_Andrea C_S111016-09_6350,MassDMF,SNEO,SNE_OFF,2016_11_9_Andrea C,-70.89,40.63667,2016,S111016-09,M,78,18,47,4.356708826689592,2.8903717578961645
MassDMF_2016_9_19_Andrea C_S091916-11_7556,MassDMF,SNEO,SNE_OFF,2016_9_19_Andrea C,-70.89,40.63667,2016,S091916-11,M,78,19,47,4.356708826689592,2.9444389791664403
NEFSC_201504016800010039_223742_81,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223742,M,78.03,18.67,47.35,4.35709336812867,2.9269179575536315
NEFSC_201504016800010039_223769_135,NEFSC,NA,MAB,201504016800010039,-74.47972299999999,37.444505,2015,223769,M,78.05,17.15,46.67,4.357349646961441,2.8419981736119486
NEFSC_201904017200010131_187872_2994,NEFSC,NA,MAB,201904017200010131,-73.509368,38.487123,2019,187872,M,78.1,19.17,51.9,4.35799005684564,2.9533465570575532
NEFSC_201704011800040035_84258_2117,NEFSC,NA,GB,201704011800040035,-66.281325,41.1837,2017,84258,M,78.16,17.98,50.72,4.358758007734528,2.8892600290434745
NEFSC_201504017200030029_223551_10,NEFSC,NA,MAB,201504017200030029,-73.505222,38.472403,2015,223551,M,78.23,19.12,47.09,4.359653205696989,2.9507349076232554
NEFSC_201702013400010342_176003_1902,NEFSC,NA,GOM_OFF,201702013400010342,-66.97747799999999,43.811634999999995,2017,176003,M,78.36,19.08,50.13,4.36131359307634,2.9486406660201405
NEFSC_201504011800040274_224300_323,NEFSC,NA,GB,201504011800040274,-66.582523,40.882343,2015,224300,M,78.45,18.16,47.2,4.362461479179042,2.8992213731731473
NEFSC_201702012500030217_176078_1713,NEFSC,NA,GOM_OFF,201702012500030217,-69.34133299999999,41.1105,2017,176078,M,78.46,19.37,49.86,4.362588940781406,2.9637254774189046
NEFSC_201702013510040348_176052_1930,NEFSC,NA,GOM_OFF,201702013510040348,-66.981543,44.370169999999995,2017,176052,M,78.68,19.29,49.92,4.365388993520859,2.9595868269176377
NEFSC_201804016800010032_179919_2469,NEFSC,NA,MAB,201804016800010032,-74.700947,37.105387,2018,179919,M,78.84,19.75,51.2,4.367420482284519,2.9831534913471307
NEFSC_201904013800070373_188227_3340,NEFSC,NA,GOM_OFF,201904013800070373,-68.67474299999999,43.634288,2019,188227,M,78.94,18.51,49.79,4.368688070234701,2.9183111265854063
MassDMF_2016_10_28_Andrea C_S102816-06_6075,MassDMF,SNEO,SNE_OFF,2016_10_28_Andrea C,-70.89,40.63667,2016,S102816-06,M,79,19,47,4.3694478524670215,2.9444389791664403
MassDMF_2016_10_28_Andrea C_S102816-18_6083,MassDMF,SNEO,SNE_OFF,2016_10_28_Andrea C,-70.89,40.63667,2016,S102816-18,M,79,19,48,4.3694478524670215,2.9444389791664403
MassDMF_2016_11_3_Gladys Elaine_N110316-01_6304,MassDMF,GOMO,GOM_OFF,2016_11_3_Gladys Elaine,-67.5833,42.75,2016,N110316-01,M,79,19,48,4.3694478524670215,2.9444389791664403
MassDMF_2016_4_22_Cailyn Grace_S042216-58_6766,MassDMF,SNEI,SNE_IN,2016_4_22_Cailyn Grace,-71.1126,41.3096,2016,S042216-58,M,79,20,49,4.3694478524670215,2.995732273553991
MassDMF_2016_6_30_Jeanne _N063016-04_7148,MassDMF,GOMI,GOM_IN,2016_6_30_Jeanne ,-70.7292,42.4304,2016,N063016-04,M,79,20,47,4.3694478524670215,2.995732273553991
MassDMF_2016_7_12_Jeanne _N071216-11_7199,MassDMF,GOMI,GOM_IN,2016_7_12_Jeanne ,-70.7292,42.4304,2016,N071216-11,M,79,20,48,4.3694478524670215,2.995732273553991
MassDMF_2016_7_6_Jeanne _N070616-02_7444,MassDMF,GOMI,GOM_IN,2016_7_6_Jeanne ,-70.7292,42.4304,2016,N070616-02,M,79,20,47,4.3694478524670215,2.995732273553991
NEFSC_201704011800010039_84243_2137,NEFSC,NA,GB,201704011800010039,-65.779333,41.721588,2017,84243,M,79.06,20.51,51.72,4.37020705786854,3.0209125720842893
NEFSC_201604011800030278_219136_1405,NEFSC,NA,GB,201604011800030278,-66.61241799999999,40.849615,2016,219136,M,79.32,19.13,48.77,4.373490303651595,2.9512577834521614
NEFSC_201504013600100342_224285_395,NEFSC,NA,GOM_OFF,201504013600100342,-67.702027,43.041816999999995,2015,224285,M,79.5,18.88,48.59,4.375757021660286,2.9381031607173544
NEFSC_201702013400010342_176007_1906,NEFSC,NA,GOM_OFF,201702013400010342,-66.97747799999999,43.811634999999995,2017,176007,M,79.73,18.17,50.01,4.378645926514404,2.89977188240808
NEFSC_201604011700040281_219202_1428,NEFSC,NA,GB,201604011700040281,-66.37181199999999,41.133955,2016,219202,M,79.93,18.09,48.83,4.381151251637927,2.895359299407204
NEFSC_201504012400020355_224047_447,NEFSC,NA,GOM_OFF,201504012400020355,-69.412035,41.701792,2015,224047,M,79.97,17.96,47.74,4.381651564343798,2.8881470628740535
MassDMF_2016_1_6_Gladys Elaine_S010516-39_5859,MassDMF,GOMO,GOM_OFF,2016_1_6_Gladys Elaine,-67.5833,42.75,2016,S010516-39,M,80,19,50,4.382026634673881,2.9444389791664403
MassDMF_2016_4_25_Cailyn Grace_S042516-43_6829,MassDMF,SNEI,SNE_IN,2016_4_25_Cailyn Grace,-71.1126,41.3096,2016,S042516-43,M,80,20,51,4.382026634673881,2.995732273553991
MassDMF_2017_7_5_Mark Benjiman_S070517-04_7787,MassDMF,SNEI,SNE_IN,2017_7_5_Mark Benjiman,-70.8917,41.29154285714286,2017,S070517-04,M,80,23,NA,4.382026634673881,3.1354942159291497
NEFSC_201704011800030034_84299_2079,NEFSC,NA,GB,201704011800030034,-66.416095,41.049932999999996,2017,84299,M,80.23,17.88,51.37,4.3848975097655645,2.883682769745368
NEFSC_201804011800010267_179710_2686,NEFSC,NA,GB,201804011800010267,-66.479798,40.938953,2018,179710,M,80.28,20.83,50.7,4.385520523928138,3.0363942552728806
NEFSC_201504016400030050_223837_160,NEFSC,NA,MAB,201504016400030050,-74.764343,36.445533,2015,223837,M,80.3,18.26,51.99,4.385769620952716,2.9047128751668225
NEFSC_201802012700040268_118811_2451,NEFSC,NA,GOM_OFF,201802012700040268,-70.19166,42.975128,2018,118811,M,80.34,18.43,50.36,4.386267628931136,2.9139797716817317
NEFSC_201904017200010131_187874_3007,NEFSC,NA,MAB,201904017200010131,-73.509368,38.487123,2019,187874,M,80.34,19.6,52.58,4.386267628931136,2.975529566236472
NEFSC_201504012400060350_224106_434,NEFSC,NA,GOM_OFF,201504012400060350,-68.53868,41.652497,2015,224106,M,80.36,19.62,49.79,4.386516539946734,2.976549454137217
NEFSC_201604011800030278_219147_1389,NEFSC,NA,GB,201604011800030278,-66.61241799999999,40.849615,2016,219147,M,80.4,20.57,53.81,4.387014176184921,3.0238337036648657
NEFSC_201904016800020064_187882_2987,NEFSC,NA,MAB,201904016800020064,-74.657145,36.784102,2019,187882,M,80.54,18.21,52.65,4.388753955423308,2.9019708937395166
NEFSC_201504013510040336_224252_386,NEFSC,NA,GOM_OFF,201504013510040336,-66.700873,44.273022999999995,2015,224252,M,80.71,19.04,48.77,4.390862483336281,2.9465420293632194
NEFSC_201804031400020097_179874_2498,NEFSC,NA,MAB,201804031400020097,-73.887078,40.300685,2018,179874,M,80.73,20.28,54.04,4.391110253406924,3.0096351787229825
NEFSC_201604013900080399_219405_1576,NEFSC,NA,GOM_OFF,201604013900080399,-67.496445,44.34041,2016,219405,M,80.77,18.9,50.02,4.391605609454205,2.9391619220655967
NEFSC_201504011000040170_223852_207,NEFSC,NA,SNE_OFF,201504011000040170,-70.258145,40.377597,2015,223852,M,80.84,18.41,51.81,4.39247189253542,2.9128939952449864
NEFSC_201504012100040296_224404_339,NEFSC,NA,GB,201504012100040296,-67.714602,42.047464999999995,2015,224404,M,80.85,18.05,48.52,4.392595586023115,2.89314568477889
NEFSC_201504013800060415_223986_628,NEFSC,NA,GOM_OFF,201504013800060415,-69.082283,43.538579999999996,2015,223986,M,80.86,16.28,47.83,4.392719264212625,2.7899373605743945
NEFSC_201602017300030028_925081_686,NEFSC,NA,MAB,201602017300030028,-74.08081,39.10497,2016,925081,M,80.94,20.57,49.97,4.393708139447719,3.0238337036648657
MassDMF_2016_10_3_DMF privateer_S100316-16_6105,MassDMF,GOMI,GOM_IN,2016_10_3_DMF privateer,-70.95637,42.33196,2016,S100316-16,M,81,21,51,4.394449154672439,3.044522437723423
